property_id,application_id,appraised_value,valuation_date,valuation_method,avm_confidence_score,fema_flood_zone,census_tract,property_latitude,property_longitude
PROP202400496,APP202400496,227700,11/30/2024,full_appraisal,,X,647971.04,29.745973,-111.933684
PROP202400497,APP202400497,144200,2/14/2024,exterior_only,,X,384749.26,33.822615,-105.375191
PROP202400498,APP202400498,110600,5/15/2024,full_appraisal,,X,368345.59,40.461876,-86.633763
PROP202400499,APP202400499,109700,6/29/2024,avm,0.922,X,865898.83,48.945748,-122.919971
PROP202400500,APP202400500,139600,1/17/2025,full_appraisal,,X,363023.09,47.764251,-89.183055
PROP202400501,APP202400501,196800,10/1/2024,desktop,,AE,738277.7,45.090217,-80.485261
PROP202400502,APP202400502,170200,6/19/2024,desktop,,X,601983.5,33.637945,-68.817875
PROP202400503,APP202400503,120100,11/12/2024,full_appraisal,,X,877389.02,34.999125,-116.911812
PROP202400504,APP202400504,231000,11/23/2024,full_appraisal,,X,227210.9,32.351446,-88.805657
PROP202400505,APP202400505,211500,5/7/2024,full_appraisal,,X,709922.94,25.908395,-120.016724
PROP202400506,APP202400506,362400,3/26/2024,exterior_only,,X,468966.83,26.725489,-70.858645
PROP202400507,APP202400507,395900,3/3/2024,full_appraisal,,X,376332.35,45.37036,-86.55152
PROP202400508,APP202400508,258900,6/19/2024,full_appraisal,,X,818353.4,29.522341,-116.905098
PROP202400509,APP202400509,89800,7/22/2024,desktop,,X,154751.82,36.095779,-97.745625
PROP202400510,APP202400510,228600,3/13/2024,full_appraisal,,X,855499.84,37.538318,-112.731181
PROP202400511,APP202400511,131500,1/19/2024,full_appraisal,,X,634976.05,31.507052,-88.253458
PROP202400512,APP202400512,186900,12/5/2024,full_appraisal,,X,630284.37,36.656542,-69.894496
PROP202400513,APP202400513,149200,2/27/2024,desktop,,X,857880.7,39.944743,-95.301278
PROP202400514,APP202400514,225500,10/11/2024,full_appraisal,,X,790281.18,29.891966,-117.709878
PROP202400515,APP202400515,143100,8/3/2024,full_appraisal,,X,680530.56,33.49159,-120.320607
PROP202400516,APP202400516,156900,8/14/2024,full_appraisal,,AE,842133.72,26.626087,-70.722565
PROP202400517,APP202400517,176900,12/29/2024,exterior_only,,X,958979.48,35.604361,-95.525125
PROP202400518,APP202400518,169700,4/9/2024,exterior_only,,X,493529.46,37.341472,-118.886513
PROP202400519,APP202400519,153100,12/14/2024,full_appraisal,,X,267947.57,41.825281,-68.949638
PROP202400520,APP202400520,236000,9/6/2024,full_appraisal,,X,154336.35,33.766773,-90.726318
PROP202400521,APP202400521,180200,12/4/2024,full_appraisal,,X,961285.52,25.060237,-83.773518
PROP202400522,APP202400522,159400,10/30/2024,avm,0.933,X,630138.96,46.448936,-114.979984
PROP202400523,APP202400523,290000,8/6/2024,exterior_only,,X,540751.47,28.5698,-97.898847
PROP202400524,APP202400524,80000,9/13/2024,full_appraisal,,X,951064.97,44.865546,-84.049153
PROP202400525,APP202400525,126500,8/9/2024,full_appraisal,,X,369493.42,25.059032,-118.265763
PROP202400526,APP202400526,142000,1/19/2024,exterior_only,,X,302559.6,37.116501,-72.368162
PROP202400527,APP202400527,126100,2/17/2024,avm,0.809,X,762763.02,43.931819,-118.785708
PROP202400528,APP202400528,168100,3/12/2024,exterior_only,,X,816410.47,35.95509,-79.417769
PROP202400529,APP202400529,185900,11/12/2024,desktop,,AE,600760.98,42.080492,-69.85516
PROP202400530,APP202400530,80000,6/3/2024,full_appraisal,,AE,353494.84,30.61764,-121.655433
PROP202400531,APP202400531,229400,6/19/2024,full_appraisal,,X,269756.55,44.490664,-91.325963
PROP202400532,APP202400532,185000,4/22/2024,exterior_only,,AE,484351.76,44.748882,-75.665423
PROP202400533,APP202400533,154500,1/18/2024,full_appraisal,,X,689593.58,30.424896,-110.863993
PROP202400534,APP202400534,155300,5/17/2024,desktop,,X,493008.95,42.673425,-106.743952
PROP202400535,APP202400535,209800,12/10/2024,avm,0.963,AE,427371.97,33.829285,-73.217079
PROP202400536,APP202400536,266600,11/6/2024,full_appraisal,,X,137933.26,46.352055,-77.364951
PROP202400537,APP202400537,165700,12/31/2024,full_appraisal,,X,790883.51,27.942351,-106.262942
PROP202400538,APP202400538,159500,8/22/2024,full_appraisal,,X,797417.61,32.500666,-87.348862
PROP202400539,APP202400539,122200,8/7/2024,full_appraisal,,X,177839.39,46.727764,-122.787027
PROP202400540,APP202400540,198100,5/30/2024,avm,0.65,X,584942.22,37.566693,-102.265118
PROP202400541,APP202400541,139600,1/8/2024,full_appraisal,,X,374341.28,39.43124,-96.585371
PROP202400542,APP202400542,164400,6/23/2024,exterior_only,,X,958535.09,32.668981,-98.368256
PROP202400543,APP202400543,148600,6/12/2024,full_appraisal,,X,552987.07,37.8144,-80.039299
PROP202400544,APP202400544,280400,7/1/2024,full_appraisal,,X,700187.8,45.004522,-97.655983
PROP202400545,APP202400545,276000,6/5/2024,avm,0.782,X,176678.45,45.642752,-77.400303
PROP202400546,APP202400546,181700,7/9/2024,full_appraisal,,X,250743.71,31.314985,-118.421386
PROP202400547,APP202400547,187600,6/25/2024,full_appraisal,,AE,727662.42,46.789984,-67.855799
PROP202400548,APP202400548,120500,6/6/2024,avm,0.63,AE,499710.59,46.817403,-86.546589
PROP202400549,APP202400549,135200,2/24/2024,avm,0.928,X,996653.42,28.954328,-95.492568
PROP202400550,APP202400550,191100,5/4/2024,desktop,,X,333343.37,29.186342,-97.018327
PROP202400551,APP202400551,115900,11/11/2024,full_appraisal,,AH,661988.19,35.259261,-106.258246
PROP202400552,APP202400552,158500,11/29/2024,exterior_only,,X,821758.78,33.119772,-75.391455
PROP202400553,APP202400553,85300,4/11/2024,avm,0.912,X,953589.12,35.555139,-94.897392
PROP202400554,APP202400554,255900,10/17/2024,exterior_only,,X,275339.18,48.475528,-85.993591
PROP202400555,APP202400555,133600,2/25/2024,full_appraisal,,X,623989.37,42.829527,-112.345524
PROP202400556,APP202400556,141400,8/24/2024,avm,0.865,X,556937.2,39.503765,-103.539581
PROP202400557,APP202400557,189800,4/15/2024,desktop,,X,916731.72,38.700823,-69.733575
PROP202400558,APP202400558,324200,1/26/2024,full_appraisal,,X,906991.46,32.856212,-102.068398
PROP202400559,APP202400559,80000,1/31/2024,avm,0.946,AE,184704.03,25.416014,-121.592698
PROP202400560,APP202400560,159900,11/4/2024,desktop,,X,606004.14,43.2808,-120.564452
PROP202400561,APP202400561,221200,5/1/2024,avm,0.795,AE,700793.24,41.8102,-97.537018
PROP202400562,APP202400562,223100,4/6/2024,full_appraisal,,X,827631.75,47.412503,-112.731298
PROP202400563,APP202400563,80000,2/24/2024,full_appraisal,,X,699816.9,28.442342,-121.249653
PROP202400564,APP202400564,165300,12/21/2024,full_appraisal,,X,729585.55,45.557797,-78.186986
PROP202400565,APP202400565,158800,7/5/2024,full_appraisal,,X,527686.3,36.432753,-102.927173
PROP202400566,APP202400566,98100,5/31/2024,exterior_only,,X,753344.24,26.432759,-115.258114
PROP202400567,APP202400567,113300,1/24/2024,full_appraisal,,X,651641.68,27.173854,-90.247794
PROP202400568,APP202400568,174000,12/28/2024,desktop,,X,220305.14,31.913117,-113.655671
PROP202400569,APP202400569,146500,3/4/2024,full_appraisal,,AE,774797.34,29.395167,-91.588898
PROP202400570,APP202400570,175300,2/29/2024,exterior_only,,X,490738.39,40.567433,-112.367733
PROP202400571,APP202400571,98800,12/11/2024,full_appraisal,,X,414264.64,35.31571,-121.337642
PROP202400572,APP202400572,222800,10/28/2024,full_appraisal,,X,322614.69,33.045125,-67.082506
PROP202400573,APP202400573,122700,2/25/2024,full_appraisal,,X,838660.18,46.508332,-119.760011
PROP202400574,APP202400574,229400,6/17/2024,full_appraisal,,AE,689473.51,47.036991,-88.162022
PROP202400575,APP202400575,168700,2/24/2024,full_appraisal,,X,650094.52,47.681481,-79.372379
PROP202400576,APP202400576,133300,12/5/2024,exterior_only,,X,643016.62,34.70285,-93.618039
PROP202400577,APP202400577,152700,9/28/2024,full_appraisal,,X,993135.11,25.501411,-93.65379
PROP202400578,APP202400578,165100,6/6/2024,desktop,,X,600597.94,25.721284,-100.062779
PROP202400579,APP202400579,163300,4/8/2024,full_appraisal,,X,605156.5,28.739406,-113.994908
PROP202400580,APP202400580,203800,1/20/2025,exterior_only,,X,916318.97,47.901468,-95.280998
PROP202400581,APP202400581,146500,5/21/2024,desktop,,X,995682.81,47.911851,-114.68363
PROP202400582,APP202400582,138800,8/3/2024,exterior_only,,X,214226.27,40.659153,-83.689077
PROP202400583,APP202400583,229300,5/28/2024,full_appraisal,,X,399493.85,47.291918,-101.429408
PROP202400584,APP202400584,207700,1/21/2025,full_appraisal,,AE,924247.49,42.674905,-118.707417
PROP202400585,APP202400585,127200,1/31/2024,exterior_only,,AE,709888.11,33.05755,-97.151116
PROP202400586,APP202400586,179200,2/5/2024,full_appraisal,,X,692055.75,25.343287,-79.634798
PROP202400587,APP202400587,232600,8/27/2024,avm,0.843,AE,125220.28,35.409459,-104.675409
PROP202400588,APP202400588,185000,2/7/2024,avm,0.894,X,321652.57,27.173403,-112.927329
PROP202400589,APP202400589,107400,8/12/2024,full_appraisal,,X,748464.05,43.713615,-122.330288
PROP202400590,APP202400590,321500,5/5/2024,avm,0.632,X,817334.97,39.283707,-89.502381
PROP202400591,APP202400591,144200,2/19/2024,full_appraisal,,X,912227.02,31.370059,-78.874277
PROP202400592,APP202400592,80000,4/20/2024,full_appraisal,,X,454096.94,47.367602,-123.030658
PROP202400593,APP202400593,123500,10/7/2024,full_appraisal,,AH,188341.71,39.725141,-70.250452
PROP202400594,APP202400594,122900,8/28/2024,full_appraisal,,X,356127.42,35.05052,-116.365099
PROP202400595,APP202400595,179900,4/12/2024,avm,0.946,X,464053.36,46.294356,-120.777995
PROP202400596,APP202400596,188700,8/20/2024,full_appraisal,,X,200418.7,31.790022,-117.910469
PROP202400597,APP202400597,207600,1/21/2024,full_appraisal,,X,700273.32,33.879571,-86.745453
PROP202400598,APP202400598,156800,1/22/2024,avm,0.834,X,797396.5,33.434927,-111.734331
PROP202400599,APP202400599,172900,7/11/2024,avm,0.681,X,140629.11,31.345367,-70.828623
PROP202400600,APP202400600,181500,12/27/2024,full_appraisal,,AE,718048.76,39.235094,-77.068029
PROP202400601,APP202400601,163300,10/9/2024,full_appraisal,,X,187968.83,45.639892,-79.716786
PROP202400602,APP202400602,217900,8/16/2024,full_appraisal,,X,235023.45,47.028648,-75.858424
PROP202400603,APP202400603,120100,1/8/2025,full_appraisal,,X,996262.13,27.458533,-85.737605
PROP202400604,APP202400604,135500,1/14/2024,full_appraisal,,X,895115.89,43.959629,-107.163211
PROP202400605,APP202400605,148200,5/27/2024,desktop,,X,853700.93,34.007696,-110.290409
PROP202400606,APP202400606,129300,1/3/2025,full_appraisal,,X,650143.04,25.490037,-101.994243
PROP202400607,APP202400607,115600,4/26/2024,full_appraisal,,X,246196.71,31.666772,-104.86726
PROP202400608,APP202400608,167200,12/12/2024,full_appraisal,,X,175302.19,43.993974,-79.795493
PROP202400609,APP202400609,166600,7/29/2024,avm,0.905,X,222666.67,42.359741,-91.810528
PROP202400610,APP202400610,192200,5/6/2024,exterior_only,,X,433011.53,31.565297,-70.696499
PROP202400611,APP202400611,157400,10/5/2024,exterior_only,,X,269591.65,28.370855,-78.952145
PROP202400612,APP202400612,85500,3/15/2024,full_appraisal,,X,659638.69,33.214488,-104.574216
PROP202400613,APP202400613,162300,10/24/2024,full_appraisal,,X,783271.83,41.912189,-86.120226
PROP202400614,APP202400614,184400,1/21/2024,avm,0.956,X,496519.72,45.664639,-95.278782
PROP202400615,APP202400615,158200,11/27/2024,desktop,,X,315173.53,28.300636,-79.080153
PROP202400616,APP202400616,139000,5/25/2024,exterior_only,,X,848079.72,32.596869,-108.721434
PROP202400617,APP202400617,129100,9/27/2024,full_appraisal,,X,380349.77,48.940655,-67.719093
PROP202400618,APP202400618,88700,6/12/2024,full_appraisal,,X,700962.19,26.475589,-102.054908
PROP202400619,APP202400619,212700,4/15/2024,exterior_only,,X,288824.78,32.722184,-82.460251
PROP202400620,APP202400620,346000,10/23/2024,avm,0.766,X,177000.78,42.920417,-68.669145
PROP202400621,APP202400621,212000,8/24/2024,full_appraisal,,X,930075.91,26.239864,-83.529606
PROP202400622,APP202400622,271100,10/14/2024,exterior_only,,AE,353534.57,42.975075,-79.73829
PROP202400623,APP202400623,242700,1/3/2025,exterior_only,,X,878569.39,35.836899,-78.905919
PROP202400624,APP202400624,159800,5/11/2024,full_appraisal,,X,724326.89,41.097726,-106.640545
PROP202400625,APP202400625,258000,8/25/2024,full_appraisal,,X,960870.97,33.607606,-87.294166
PROP202400626,APP202400626,131700,2/12/2024,exterior_only,,X,126646.39,25.851025,-121.815446
PROP202400627,APP202400627,115500,6/21/2024,exterior_only,,X,928094.18,37.248719,-97.70506
PROP202400628,APP202400628,118000,5/29/2024,exterior_only,,AH,743362.66,34.412282,-97.792887
PROP202400629,APP202400629,164900,5/16/2024,exterior_only,,X,348908.7,41.827934,-97.433203
PROP202400630,APP202400630,141200,2/3/2024,full_appraisal,,X,164491.09,35.390741,-112.959329
PROP202400631,APP202400631,100300,6/25/2024,desktop,,X,901544.23,44.424478,-70.603568
PROP202400632,APP202400632,129200,11/27/2024,full_appraisal,,X,144492.74,31.160739,-120.45624
PROP202400633,APP202400633,97400,2/13/2024,full_appraisal,,X,619580.1,34.4328,-84.02918
PROP202400634,APP202400634,118200,9/26/2024,full_appraisal,,X,777238.29,36.079186,-69.160088
PROP202400635,APP202400635,121100,10/12/2024,avm,0.784,AE,530986.46,35.10111,-122.660761
PROP202400636,APP202400636,383000,6/1/2024,full_appraisal,,X,728495.61,31.986554,-98.851237
PROP202400637,APP202400637,174300,3/5/2024,full_appraisal,,X,488582.73,32.937386,-121.158117
PROP202400638,APP202400638,138100,11/12/2024,full_appraisal,,X,123787.75,41.937601,-110.757256
PROP202400639,APP202400639,150700,8/16/2024,full_appraisal,,X,293135.79,28.875209,-117.967965
PROP202400640,APP202400640,278400,5/17/2024,desktop,,AE,106322.91,28.235408,-67.739755
PROP202400641,APP202400641,214700,9/4/2024,full_appraisal,,X,910676.76,36.85645,-80.351008
PROP202400642,APP202400642,234000,3/25/2024,avm,0.978,AH,251804.6,37.207406,-85.160375
PROP202400643,APP202400643,89600,8/7/2024,full_appraisal,,X,416935.13,46.463472,-76.217641
PROP202400644,APP202400644,168600,12/4/2024,full_appraisal,,X,942101.71,32.98971,-80.926618
PROP202400645,APP202400645,209300,3/14/2024,full_appraisal,,AE,878980.36,31.371638,-104.164021
PROP202400646,APP202400646,100500,4/29/2024,full_appraisal,,X,171215.78,29.702222,-76.15867
PROP202400647,APP202400647,171500,2/2/2024,avm,0.645,X,387225.78,36.253061,-119.49085
PROP202400648,APP202400648,145700,5/8/2024,exterior_only,,AO,859458.62,25.154962,-120.56141
PROP202400649,APP202400649,229600,11/19/2024,full_appraisal,,X,835501.74,44.16052,-104.838084
PROP202400650,APP202400650,292000,10/30/2024,exterior_only,,X,611619.95,28.819535,-81.620695
PROP202400651,APP202400651,141700,2/21/2024,full_appraisal,,X,117030.45,47.556727,-123.781524
PROP202400652,APP202400652,109700,7/26/2024,full_appraisal,,AO,657968.72,34.469836,-102.502401
PROP202400653,APP202400653,172900,3/22/2024,exterior_only,,AE,136737.02,26.906024,-80.656799
PROP202400654,APP202400654,121400,2/26/2024,full_appraisal,,X,790671.68,29.716884,-107.713279
PROP202400655,APP202400655,150500,10/27/2024,full_appraisal,,AE,868725.16,45.892714,-116.992061
PROP202400656,APP202400656,152900,5/17/2024,desktop,,X,934061.19,47.628869,-114.977479
PROP202400657,APP202400657,242400,1/24/2024,full_appraisal,,X,162637.28,27.756285,-100.456988
PROP202400658,APP202400658,176000,9/15/2024,full_appraisal,,X,774180.57,43.108619,-94.624073
PROP202400659,APP202400659,141100,11/9/2024,full_appraisal,,AE,237829.52,47.935459,-85.484281
PROP202400660,APP202400660,175200,9/5/2024,avm,0.857,AE,634944.87,26.354416,-89.69059
PROP202400661,APP202400661,212800,10/5/2024,avm,0.642,X,330036.92,40.980614,-83.786683
PROP202400662,APP202400662,116200,11/3/2024,desktop,,X,777600.28,46.803926,-101.212484
PROP202400663,APP202400663,112100,2/26/2024,full_appraisal,,X,503398.21,45.124665,-91.515125
PROP202400664,APP202400664,104400,4/13/2024,avm,0.967,X,834285.81,46.809392,-114.717047
PROP202400665,APP202400665,134500,10/10/2024,full_appraisal,,X,598948.05,29.899518,-89.09912
PROP202400666,APP202400666,187900,3/21/2024,full_appraisal,,AE,143095.32,42.942718,-83.02618
PROP202400667,APP202400667,172200,10/11/2024,full_appraisal,,X,358280.82,38.412528,-77.452369
PROP202400668,APP202400668,438200,8/10/2024,exterior_only,,X,459868.36,45.962904,-98.897771
PROP202400669,APP202400669,84800,11/10/2024,desktop,,X,975086.41,40.202164,-111.254506
PROP202400670,APP202400670,348500,1/25/2024,desktop,,X,701967.58,39.431642,-122.198722
PROP202400671,APP202400671,167400,5/16/2024,full_appraisal,,X,833284.58,26.61519,-76.830888
PROP202400672,APP202400672,190900,11/15/2024,exterior_only,,X,466062.13,45.129141,-81.90698
PROP202400673,APP202400673,80000,12/18/2024,avm,0.937,X,224203.22,35.269141,-105.807988
PROP202400674,APP202400674,126100,7/17/2024,full_appraisal,,X,549534.93,40.485735,-100.260827
PROP202400675,APP202400675,111700,11/26/2024,desktop,,X,566436.57,25.413535,-97.570859
PROP202400676,APP202400676,129900,4/10/2024,avm,0.882,X,918660.83,37.936549,-68.041873
PROP202400677,APP202400677,180700,12/28/2024,full_appraisal,,X,637995.73,31.586167,-118.461128
PROP202400678,APP202400678,178800,5/8/2024,full_appraisal,,X,250085.86,33.069942,-107.456548
PROP202400679,APP202400679,171600,10/11/2024,full_appraisal,,X,111283.25,39.371041,-75.939021
PROP202400680,APP202400680,193700,1/28/2024,desktop,,X,261073.28,40.783309,-113.767671
PROP202400681,APP202400681,260500,3/2/2024,avm,0.699,X,555216.43,29.385394,-113.547348
PROP202400682,APP202400682,257400,6/22/2024,desktop,,X,855447.3,35.81937,-117.227402
PROP202400683,APP202400683,200600,11/22/2024,avm,0.962,AE,483702.36,25.423377,-98.329659
PROP202400684,APP202400684,156000,5/7/2024,avm,0.873,AE,645317.23,45.351914,-100.251827
PROP202400685,APP202400685,175800,4/16/2024,exterior_only,,X,208709.31,34.83442,-73.136174
PROP202400686,APP202400686,136800,10/28/2024,full_appraisal,,X,877008.54,34.44604,-76.224163
PROP202400687,APP202400687,127600,9/26/2024,avm,0.928,X,944114.36,42.77593,-81.456657
PROP202400688,APP202400688,274200,12/25/2024,full_appraisal,,X,335695.48,29.832162,-69.449064
PROP202400689,APP202400689,242200,9/9/2024,full_appraisal,,VE,100310.09,47.055752,-76.792543
PROP202400690,APP202400690,121300,3/29/2024,full_appraisal,,X,720452.76,30.501772,-101.975909
PROP202400691,APP202400691,91400,11/7/2024,desktop,,X,627319.36,46.442932,-90.346806
PROP202400692,APP202400692,197100,4/28/2024,desktop,,AE,520497.8,48.283142,-89.93857
PROP202400693,APP202400693,172900,10/19/2024,full_appraisal,,AE,137793.22,48.351995,-119.693959
PROP202400694,APP202400694,109500,5/20/2024,full_appraisal,,X,375698.41,40.133019,-123.705395
PROP202400695,APP202400695,201200,1/4/2024,exterior_only,,X,511209.12,30.257871,-119.012711
PROP202400696,APP202400696,128000,11/20/2024,desktop,,X,717296.52,40.764423,-77.076839
PROP202400697,APP202400697,197800,4/22/2024,full_appraisal,,AE,225036.8,37.829548,-73.342591
PROP202400698,APP202400698,108700,9/4/2024,avm,0.709,X,709945.11,39.446735,-106.194268
PROP202400699,APP202400699,146000,1/31/2024,full_appraisal,,X,341700.77,42.385913,-88.105044
PROP202400700,APP202400700,85500,3/29/2024,full_appraisal,,AO,916458.62,47.178366,-108.445231
PROP202400701,APP202400701,270000,9/17/2024,desktop,,X,775838.19,31.234724,-116.343172
PROP202400702,APP202400702,148100,4/1/2024,desktop,,X,413612.35,45.556557,-106.629947
PROP202400703,APP202400703,252600,2/18/2024,full_appraisal,,X,790232.35,35.551111,-93.65162
PROP202400704,APP202400704,117200,12/31/2024,exterior_only,,X,214053.43,45.107054,-83.560562
PROP202400705,APP202400705,271800,4/5/2024,exterior_only,,X,175188,27.727242,-96.404313
PROP202400706,APP202400706,151900,3/20/2024,avm,0.734,X,407465.44,34.028326,-113.371672
PROP202400707,APP202400707,204700,8/15/2024,avm,0.885,X,903818.54,31.963141,-74.038304
PROP202400708,APP202400708,193600,8/4/2024,full_appraisal,,X,612471.26,25.970444,-70.335898
PROP202400709,APP202400709,116800,5/11/2024,avm,0.807,X,921325.37,45.491546,-111.658897
PROP202400710,APP202400710,126000,1/5/2025,exterior_only,,X,371900.32,48.212369,-69.186649
PROP202400711,APP202400711,187600,12/24/2024,avm,0.686,X,282420.64,39.852396,-111.494693
PROP202400712,APP202400712,172600,7/10/2024,full_appraisal,,X,730698.6,28.833892,-91.078335
PROP202400713,APP202400713,114900,8/16/2024,full_appraisal,,X,987938.5,46.439486,-98.217494
PROP202400714,APP202400714,145900,11/26/2024,desktop,,X,946322.11,45.909015,-119.192011
PROP202400715,APP202400715,149000,12/9/2024,full_appraisal,,X,510233.63,29.590979,-85.504653
PROP202400716,APP202400716,191300,4/20/2024,exterior_only,,AE,832153.65,35.175772,-98.63101
PROP202400717,APP202400717,144800,7/11/2024,avm,0.933,X,413290.31,27.767505,-115.881056
PROP202400718,APP202400718,222600,3/1/2024,exterior_only,,X,450803.09,25.330032,-71.142235
PROP202400719,APP202400719,145000,2/4/2024,desktop,,X,277630.16,47.595416,-82.63508
PROP202400720,APP202400720,216100,6/18/2024,exterior_only,,X,906083.39,28.584285,-99.624314
PROP202400721,APP202400721,219700,1/27/2024,exterior_only,,X,202090.77,33.824586,-118.384304
PROP202400722,APP202400722,139500,7/31/2024,exterior_only,,X,398912.05,34.759425,-86.943099
PROP202400723,APP202400723,168700,10/29/2024,full_appraisal,,AE,748020.42,43.329735,-105.702313
PROP202400724,APP202400724,195200,9/15/2024,full_appraisal,,X,922304.29,47.240427,-105.615079
PROP202400725,APP202400725,166400,7/11/2024,avm,0.682,AE,780237.78,29.614591,-94.700447
PROP202400726,APP202400726,155900,3/30/2024,full_appraisal,,X,928930.94,29.330062,-71.52272
PROP202400727,APP202400727,113200,6/10/2024,desktop,,X,486561.26,29.327075,-113.457598
PROP202400728,APP202400728,124200,5/31/2024,full_appraisal,,X,612763.34,38.429513,-88.306888
PROP202400729,APP202400729,193700,2/3/2024,full_appraisal,,AE,906656.98,43.931842,-111.952232
PROP202400730,APP202400730,91900,10/13/2024,full_appraisal,,AE,479269.65,36.856583,-120.616909
PROP202400731,APP202400731,182100,7/7/2024,full_appraisal,,X,773617.44,40.71681,-115.897598
PROP202400732,APP202400732,208400,1/23/2024,exterior_only,,X,442614.55,39.463166,-75.13431
PROP202400733,APP202400733,130500,12/13/2024,desktop,,X,647789.14,46.307693,-75.935796
PROP202400734,APP202400734,145000,9/2/2024,full_appraisal,,X,985044.66,37.549961,-88.606878
PROP202400735,APP202400735,194800,4/16/2024,full_appraisal,,X,817515.78,40.519362,-74.152351
PROP202400736,APP202400736,218000,8/3/2024,full_appraisal,,X,458897.11,38.092449,-89.206435
PROP202400737,APP202400737,129800,2/26/2024,exterior_only,,X,197039.61,48.613885,-70.465036
PROP202400738,APP202400738,151200,7/1/2024,full_appraisal,,X,232818.54,36.490602,-77.788396
PROP202400739,APP202400739,163400,6/13/2024,full_appraisal,,VE,439828.87,38.889667,-122.029577
PROP202400740,APP202400740,156600,11/10/2024,full_appraisal,,X,738169.27,31.746755,-75.715364
PROP202400741,APP202400741,80000,9/18/2024,exterior_only,,X,322035.14,35.773666,-81.976005
PROP202400742,APP202400742,295800,3/8/2024,avm,0.711,X,161909.14,32.478452,-116.471684
PROP202400743,APP202400743,215600,8/7/2024,full_appraisal,,X,497922.96,28.724123,-90.138765
PROP202400744,APP202400744,173300,9/8/2024,full_appraisal,,X,757511.01,30.749303,-82.200045
PROP202400745,APP202400745,146600,12/30/2024,full_appraisal,,X,705739.02,34.112691,-67.247243
PROP202400746,APP202400746,149800,9/16/2024,full_appraisal,,X,414893.38,48.06411,-76.237088
PROP202400747,APP202400747,164600,4/8/2024,full_appraisal,,AE,254703.71,46.331221,-101.923974
PROP202400748,APP202400748,292000,3/10/2024,full_appraisal,,X,530712.81,34.134633,-111.050327
PROP202400749,APP202400749,132900,9/22/2024,full_appraisal,,X,230369.04,36.174003,-68.471275
PROP202400750,APP202400750,177200,8/21/2024,exterior_only,,X,329986.72,27.111833,-111.943227
PROP202400751,APP202400751,101300,1/5/2024,exterior_only,,AE,282709.95,40.340112,-74.95817
PROP202400752,APP202400752,128700,5/7/2024,full_appraisal,,X,396674.24,34.5981,-89.723976
PROP202400753,APP202400753,86800,3/4/2024,avm,0.798,X,886548.89,37.801527,-122.114485
PROP202400754,APP202400754,80000,8/30/2024,desktop,,X,581999.41,37.480007,-102.692863
PROP202400755,APP202400755,207000,9/20/2024,exterior_only,,X,389213.68,35.577959,-111.971177
PROP202400756,APP202400756,283000,3/7/2024,exterior_only,,X,816200.82,32.553726,-103.938159
PROP202400757,APP202400757,144300,1/21/2024,full_appraisal,,X,761355.21,48.576082,-78.051545
PROP202400758,APP202400758,82400,11/7/2024,full_appraisal,,X,761434.92,27.190454,-121.981935
PROP202400759,APP202400759,113300,5/4/2024,full_appraisal,,AE,634062.27,26.404481,-114.028489
PROP202400760,APP202400760,85000,2/15/2024,full_appraisal,,AE,250379.08,37.928572,-77.879925
PROP202400761,APP202400761,233900,7/16/2024,avm,0.608,AE,106760.72,41.514779,-90.596745
PROP202400762,APP202400762,210700,2/19/2024,full_appraisal,,X,942742.39,48.553518,-107.038864
PROP202400763,APP202400763,80000,5/29/2024,full_appraisal,,X,471009.5,43.635498,-100.256891
PROP202400764,APP202400764,170400,4/9/2024,full_appraisal,,X,991520.41,43.394775,-109.256078
PROP202400765,APP202400765,134400,9/20/2024,avm,0.8,X,633283.81,48.422197,-100.898267
PROP202400766,APP202400766,136800,7/29/2024,full_appraisal,,X,848035.14,36.133958,-94.006422
PROP202400767,APP202400767,87600,1/7/2024,exterior_only,,X,486498.31,36.858481,-70.237753
PROP202400768,APP202400768,142400,3/14/2024,full_appraisal,,X,759348.63,37.864913,-109.608493
PROP202400769,APP202400769,187500,1/17/2024,full_appraisal,,X,783313.55,33.48471,-76.212183
PROP202400770,APP202400770,122400,12/16/2024,avm,0.84,AE,693011.91,34.984884,-106.873674
PROP202400771,APP202400771,134600,12/10/2024,avm,0.86,X,928096.31,31.887878,-90.80163
PROP202400772,APP202400772,127500,1/11/2025,avm,0.874,X,364119.3,30.353967,-107.406599
PROP202400773,APP202400773,136600,5/7/2024,avm,0.864,X,737267.98,47.990658,-112.230333
PROP202400774,APP202400774,326900,5/2/2024,full_appraisal,,X,320915.85,33.758845,-68.487365
PROP202400775,APP202400775,98600,10/15/2024,avm,0.948,X,393821.95,35.293141,-91.062096
PROP202400776,APP202400776,248600,10/23/2024,full_appraisal,,AE,559261.55,40.84123,-76.07154
PROP202400777,APP202400777,166000,6/15/2024,avm,0.795,X,436422.03,31.644457,-73.937392
PROP202400778,APP202400778,208600,12/16/2024,avm,0.825,X,172200.03,36.29937,-72.033647
PROP202400779,APP202400779,237700,11/27/2024,full_appraisal,,AE,174796.4,27.814667,-95.375561
PROP202400780,APP202400780,263900,3/26/2024,full_appraisal,,X,786704.74,37.445631,-107.57237
PROP202400781,APP202400781,250700,12/27/2024,avm,0.684,VE,324125.74,39.049542,-83.925494
PROP202400782,APP202400782,171200,1/6/2025,desktop,,X,620206.88,33.639928,-115.782178
