application_id,customer_id,property_id,application_date,decision_date,loan_purpose,occupancy_type,property_type,property_state,property_zip,loan_amount,loan_term_months,interest_rate_percent,rate_type,dti_percent,ltv_percent,income_annual,co_applicant,channel,applicant_age_bucket,applicant_sex,applicant_ethnicity,applicant_race,decision,hmda_action_taken
APP202400250,16144,PROP202400250,11/27/2024,12/12/2024,purchase,primary,single_family,MT,58274,146600,360,6.415,fixed,50.4,80.98,90800,0,online,55-64,female,not_hispanic_or_latino,black_or_african_american,denied,3_DENIED
APP202400251,18510,PROP202400251,4/16/2024,5/4/2024,cash_out,primary,single_family,WA,50964,48000,360,5.587,fixed,38.4,60,80200,0,broker,35-44,female,hispanic_or_latino,american_indian_or_alaska_native,denied,3_DENIED
APP202400252,19237,PROP202400252,4/4/2024,4/25/2024,cash_out,primary,single_family,TN,73455,113600,360,6.792,arm,22,79.03,86600,0,broker,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400253,18430,PROP202400253,5/31/2024,6/15/2024,purchase,secondary,condo,OR,83951,282200,360,7.039,fixed,29.1,85.32,65300,1,retail,55-64,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400254,12613,PROP202400254,7/10/2024,8/5/2024,cash_out,primary,single_family,VT,12355,85800,360,4.555,fixed,35.4,64.5,165500,0,retail,65-74,female,hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400255,19696,PROP202400255,11/19/2024,12/8/2024,home_improvement,primary,single_family,NE,85035,179600,240,6.419,fixed,19.5,78.75,47000,1,online,45-54,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400256,16283,PROP202400256,8/1/2024,9/8/2024,purchase,primary,single_family,MN,52938,122300,360,5.949,fixed,40.7,56.99,98300,0,retail,55-64,female,not_hispanic_or_latino,black_or_african_american,denied,3_DENIED
APP202400257,11706,PROP202400257,11/29/2024,12/9/2024,purchase,primary,single_family,ID,51774,174500,180,6.366,fixed,30.6,82.37,189200,0,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400258,18002,PROP202400258,8/30/2024,9/12/2024,purchase,primary,single_family,DE,71247,302700,360,5.481,fixed,41.1,72.39,67500,0,online,55-64,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400259,10626,PROP202400259,4/25/2024,5/11/2024,purchase,primary,manufactured,FL,72081,77900,240,6.557,arm,30.2,84.82,101300,0,retail,45-54,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400260,16977,PROP202400260,8/10/2024,8/22/2024,purchase,investment,single_family,ND,46190,131500,240,7.163,fixed,31.1,97,115800,1,online,45-54,female,not_provided,white,denied,3_DENIED
APP202400261,15550,PROP202400261,4/18/2024,4/29/2024,purchase,primary,single_family,NJ,71159,81400,360,5.721,fixed,42.8,71.44,139700,0,broker,35-44,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400262,11482,PROP202400262,7/21/2024,8/9/2024,home_improvement,primary,single_family,NJ,67371,76600,180,6.012,fixed,34.7,73.51,82000,0,online,45-54,female,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400263,14596,PROP202400263,6/2/2024,6/22/2024,refinance,primary,condo,IN,35051,168700,240,6.249,fixed,53.5,62.79,43400,0,retail,35-44,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400264,11124,PROP202400264,11/19/2024,12/26/2024,refinance,secondary,single_family,WY,80513,74700,360,5.484,fixed,34.7,64.63,121200,0,retail,45-54,male,hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202400265,10638,PROP202400265,1/27/2024,2/2/2024,purchase,secondary,single_family,RI,74840,106100,240,5.844,fixed,45.2,75.67,102700,1,retail,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400266,14493,PROP202400266,5/12/2024,6/10/2024,purchase,secondary,single_family,SD,77716,161800,360,6.307,fixed,43.5,85.15,81100,0,online,18-24,female,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202400267,19695,PROP202400267,1/9/2024,2/15/2024,cash_out,primary,single_family,MS,99263,127600,240,7.357,fixed,40.8,92.34,55800,0,retail,35-44,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400268,11660,PROP202400268,8/11/2024,8/29/2024,refinance,primary,condo,WY,89714,109700,180,6.368,fixed,41.2,85.07,187700,1,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400269,17843,PROP202400269,6/23/2024,7/7/2024,refinance,primary,single_family,OK,84174,116100,360,6.252,fixed,16.4,82.26,197500,0,broker,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400270,10508,PROP202400270,11/5/2024,11/17/2024,purchase,primary,multi_family,KS,48075,65300,360,5.079,fixed,70.6,51.23,50100,1,broker,25-34,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202400271,13775,PROP202400271,12/30/2024,1/12/2025,purchase,primary,condo,AK,62909,75900,240,6.03,fixed,44.1,94.9,103300,0,online,35-44,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400272,11581,PROP202400272,10/25/2024,11/16/2024,purchase,secondary,single_family,IN,42337,77800,360,5.449,fixed,31.5,66.23,199400,0,retail,25-34,female,not_hispanic_or_latino,american_indian_or_alaska_native,approved,1_ORIGINATED
APP202400273,19096,PROP202400273,4/19/2024,4/20/2024,purchase,primary,single_family,IA,47728,137000,360,6.683,fixed,37.7,97,46000,1,retail,65-74,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400274,17746,PROP202400274,3/17/2024,4/16/2024,refinance,primary,multi_family,HI,49378,219800,360,5.367,fixed,29.5,69.81,91700,0,retail,25-34,male,not_provided,white,approved,1_ORIGINATED
APP202400275,13922,PROP202400275,8/24/2024,9/8/2024,purchase,primary,single_family,WI,84490,128500,360,4.478,arm,29.5,69.78,114300,0,broker,35-44,female,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400276,15053,PROP202400276,3/29/2024,4/28/2024,refinance,primary,single_family,SD,10437,214100,360,6.999,arm,35.4,85.98,69100,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400277,15624,PROP202400277,8/20/2024,9/6/2024,purchase,primary,single_family,UT,88197,188600,360,6.415,fixed,32.3,84.59,122700,0,retail,45-54,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400278,12164,PROP202400278,3/25/2024,4/13/2024,refinance,primary,single_family,IN,98593,160200,240,7.143,arm,45.3,86.71,77500,0,broker,25-34,female,not_hispanic_or_latino,native_hawaiian_or_pacific_islander,approved,1_ORIGINATED
APP202400279,12256,PROP202400279,7/30/2024,8/25/2024,purchase,primary,condo,NV,95828,126400,360,6.437,fixed,27.9,70.62,79700,0,broker,45-54,female,not_hispanic_or_latino,white,incomplete,5_FILE_CLOSED_FOR_INCOMPLETENESS
APP202400280,18590,PROP202400280,5/4/2024,5/23/2024,refinance,primary,single_family,AZ,51533,146300,240,6.464,arm,40.7,80.05,143700,0,broker,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400281,18913,PROP202400281,8/31/2024,9/17/2024,refinance,primary,single_family,HI,26043,162700,360,7.043,arm,27.5,83.18,48000,0,broker,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400282,19134,PROP202400282,6/5/2024,6/21/2024,purchase,secondary,single_family,OK,47038,107700,360,5.068,fixed,38.8,60.21,75100,0,broker,35-44,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400283,12771,PROP202400283,8/3/2024,8/20/2024,cash_out,secondary,single_family,MN,80651,158200,240,4.349,fixed,10,67.08,79200,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400284,19707,PROP202400284,7/29/2024,8/15/2024,purchase,secondary,condo,ME,93846,94200,360,6.016,fixed,32,90.7,93400,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400285,13081,PROP202400285,2/28/2024,4/3/2024,purchase,primary,single_family,WA,63796,156800,240,7.278,fixed,29,93.68,110600,1,retail,65-74,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400286,17903,PROP202400286,1/15/2024,2/2/2024,home_improvement,primary,condo,NJ,68292,106300,240,5.761,fixed,34.8,76.01,45900,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400287,11514,PROP202400287,2/5/2024,2/11/2024,purchase,primary,single_family,NE,32532,82300,360,5.523,fixed,34.3,77.95,69400,0,online,65-74,female,hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400288,15908,PROP202400288,11/12/2024,12/1/2024,refinance,primary,single_family,MI,82131,108400,120,7.907,fixed,32.6,91.05,100300,1,online,45-54,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202400289,19301,PROP202400289,4/27/2024,5/21/2024,purchase,primary,single_family,NV,22926,155700,360,8.75,fixed,30.4,97,140300,0,retail,35-44,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400290,12765,PROP202400290,8/15/2024,9/3/2024,purchase,primary,single_family,SC,94377,69300,180,4.574,fixed,32.6,70.87,149900,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400291,16144,PROP202400291,3/22/2024,4/1/2024,refinance,primary,single_family,IA,79037,148600,360,6.797,fixed,19.2,86.44,126800,1,retail,45-54,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400292,16132,PROP202400292,3/20/2024,4/9/2024,purchase,secondary,single_family,DC,66745,102900,240,5.956,fixed,29.7,79.75,90500,1,online,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400293,15092,PROP202400293,9/16/2024,10/4/2024,purchase,primary,multi_family,MO,60346,121000,360,6.175,fixed,32.5,76.79,72200,0,broker,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400294,10150,PROP202400294,6/1/2024,7/1/2024,purchase,primary,condo,OR,77949,68800,120,5.202,fixed,41.7,71.46,51300,0,online,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400295,14558,PROP202400295,12/30/2024,1/17/2025,purchase,primary,single_family,WA,14042,137800,360,5.274,fixed,22.1,92.48,38600,1,retail,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400296,17502,PROP202400296,12/1/2024,12/16/2024,purchase,primary,single_family,IL,69615,120100,360,6.939,fixed,48.6,75.13,74300,0,retail,18-24,male,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400297,13021,PROP202400297,4/21/2024,5/14/2024,purchase,investment,single_family,CT,80394,255200,360,7.341,fixed,30.6,86.21,43700,0,retail,45-54,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400298,16445,PROP202400298,5/17/2024,6/9/2024,refinance,primary,multi_family,MO,76830,86500,360,4.7,fixed,25.5,64.86,214600,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400299,10961,PROP202400299,9/4/2024,9/23/2024,purchase,primary,single_family,MS,66156,154100,180,6.91,fixed,16.8,97,54300,0,broker,55-64,male,hispanic_or_latino,not_provided,denied,3_DENIED
APP202400300,13372,PROP202400300,2/6/2024,2/19/2024,purchase,primary,single_family,MD,88706,118700,180,5.714,fixed,19.3,95.73,148300,1,online,25-34,not_provided,not_hispanic_or_latino,two_or_more,denied,3_DENIED
APP202400301,19632,PROP202400301,7/20/2024,8/6/2024,purchase,primary,condo,KY,21767,118000,120,5.148,fixed,41.3,74.3,83100,1,online,45-54,female,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202400302,18209,PROP202400302,11/18/2024,12/5/2024,refinance,primary,single_family,UT,65141,118500,360,4.564,fixed,53.1,63.87,202400,0,retail,45-54,female,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400303,16103,PROP202400303,5/1/2024,5/5/2024,purchase,primary,single_family,OK,41518,106300,360,4.918,fixed,27.8,61.11,147400,1,retail,45-54,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400304,19883,PROP202400304,3/18/2024,4/7/2024,refinance,primary,single_family,AR,22555,155300,180,6.07,fixed,25.2,71.47,112100,1,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400305,15484,PROP202400305,3/5/2024,3/31/2024,cash_out,secondary,condo,NH,89127,122600,360,7.95,fixed,45.1,92.62,111300,0,retail,75+,female,hispanic_or_latino,white,denied,3_DENIED
APP202400306,16569,PROP202400306,7/23/2024,8/14/2024,purchase,primary,single_family,TX,37088,91000,180,5.581,fixed,26.7,58.96,98900,0,online,45-54,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400307,13036,PROP202400307,7/3/2024,7/9/2024,purchase,primary,condo,AZ,61746,137200,360,5.772,fixed,29.4,81.32,120100,1,retail,45-54,male,not_provided,white,approved,1_ORIGINATED
APP202400308,19041,PROP202400308,6/15/2024,7/6/2024,purchase,primary,single_family,CA,55305,167000,180,6.752,fixed,28.6,92.45,124200,0,retail,45-54,female,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400309,14502,PROP202400309,12/28/2024,1/7/2025,purchase,primary,condo,MN,36309,191600,240,5.444,fixed,54.3,65.58,109300,0,retail,25-34,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202400310,10981,PROP202400310,5/9/2024,6/13/2024,cash_out,primary,single_family,MS,48304,152000,240,7.51,fixed,35.5,91.47,157000,1,online,55-64,male,not_hispanic_or_latino,american_indian_or_alaska_native,approved,1_ORIGINATED
APP202400311,16692,PROP202400311,2/18/2024,3/17/2024,home_improvement,primary,single_family,LA,53210,90100,360,4.908,fixed,29,55.25,195600,0,retail,35-44,female,not_hispanic_or_latino,not_provided,approved,1_ORIGINATED
APP202400312,11706,PROP202400312,1/23/2024,2/4/2024,refinance,primary,single_family,ME,53296,132100,180,6.372,fixed,11.7,82.46,92000,0,retail,65-74,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400313,18334,PROP202400313,10/20/2024,11/11/2024,purchase,primary,single_family,WY,90327,70200,240,5.708,fixed,34.6,67.83,95700,1,retail,25-34,male,not_hispanic_or_latino,white,withdrawn,4_WITHDRAWN
APP202400314,19279,PROP202400314,12/12/2024,1/1/2025,purchase,primary,single_family,HI,35685,283900,240,7.567,fixed,30.8,82.38,95800,0,broker,55-64,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400315,10807,PROP202400315,2/2/2024,2/28/2024,purchase,secondary,single_family,TN,62026,130900,360,6.789,fixed,19.9,83.46,99600,0,broker,25-34,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400316,15777,PROP202400316,7/31/2024,8/26/2024,purchase,primary,condo,KY,40482,162000,360,7.054,arm,48.7,68.29,99800,1,online,35-44,female,not_hispanic_or_latino,white,denied,3_DENIED
APP202400317,17773,PROP202400317,9/21/2024,10/8/2024,purchase,primary,single_family,IA,22514,85300,360,6.598,fixed,42.3,93.3,47300,0,retail,25-34,male,hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400318,10060,PROP202400318,2/16/2024,2/25/2024,refinance,primary,single_family,ME,62810,184500,360,6.417,fixed,23.3,76.05,160900,0,retail,18-24,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400319,11843,PROP202400319,10/21/2024,11/1/2024,refinance,primary,single_family,AK,31743,219400,240,8.67,fixed,37.6,97,103800,1,broker,45-54,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400320,10065,PROP202400320,5/8/2024,5/30/2024,purchase,primary,single_family,WY,10950,125400,240,6.613,arm,32.4,72.47,154300,0,online,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400321,19833,PROP202400321,10/30/2024,11/26/2024,cash_out,primary,condo,FL,37422,127100,360,5.708,fixed,25.1,67.64,155300,0,broker,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400322,18307,PROP202400322,12/31/2024,1/13/2025,cash_out,secondary,single_family,MO,59375,99200,360,4.287,fixed,29,77.62,84900,0,retail,25-34,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400323,14881,PROP202400323,10/8/2024,10/13/2024,purchase,primary,condo,FL,44474,111800,120,5.106,fixed,26.1,80.56,120200,1,broker,55-64,male,not_provided,asian,approved,1_ORIGINATED
APP202400324,14907,PROP202400324,1/11/2024,1/20/2024,purchase,primary,single_family,GA,42690,151600,120,7.688,fixed,34.3,79.92,76900,1,retail,65-74,male,not_provided,white,incomplete,5_FILE_CLOSED_FOR_INCOMPLETENESS
APP202400325,19483,PROP202400325,11/23/2024,12/4/2024,purchase,primary,single_family,DE,90053,145300,360,5.892,arm,30.5,84.07,105500,0,retail,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400326,12106,PROP202400326,3/13/2024,4/17/2024,purchase,primary,single_family,LA,45342,119600,240,6.856,fixed,51.5,77.94,48700,1,broker,75+,female,hispanic_or_latino,american_indian_or_alaska_native,denied,3_DENIED
APP202400327,10036,PROP202400327,7/15/2024,7/27/2024,home_improvement,primary,single_family,MT,18251,162800,240,5.687,arm,30.7,64,70800,0,retail,35-44,female,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400328,19085,PROP202400328,1/16/2024,1/28/2024,purchase,primary,single_family,NC,63205,136200,360,6.635,fixed,35.7,82.97,83400,0,retail,55-64,male,not_provided,native_hawaiian_or_pacific_islander,approved,1_ORIGINATED
APP202400329,10526,PROP202400329,11/26/2024,12/15/2024,purchase,primary,single_family,OK,20201,84900,360,5.765,fixed,22,73.22,196600,0,retail,35-44,female,not_provided,black_or_african_american,approved,1_ORIGINATED
APP202400330,17537,PROP202400330,6/23/2024,6/24/2024,home_improvement,investment,single_family,MI,21437,94800,360,8.189,fixed,61.2,94.13,123200,0,retail,45-54,male,not_hispanic_or_latino,two_or_more,denied,3_DENIED
APP202400331,19074,PROP202400331,10/10/2024,11/1/2024,cash_out,primary,single_family,NE,42381,155200,360,5.003,fixed,30.5,73.56,155200,0,retail,65-74,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400332,11022,PROP202400332,10/13/2024,11/17/2024,refinance,primary,single_family,MS,12953,103500,360,5.693,fixed,23.5,63.81,110000,0,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400333,14977,PROP202400333,12/16/2024,12/23/2024,purchase,primary,condo,UT,33045,111400,360,7.877,arm,24.6,97,45100,0,retail,65-74,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400334,17536,PROP202400334,8/14/2024,9/14/2024,purchase,secondary,single_family,NJ,64792,132000,240,5.58,fixed,32.8,79.52,91200,0,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400335,13958,PROP202400335,9/8/2024,9/19/2024,purchase,secondary,single_family,DE,35929,80800,360,6.476,fixed,32,73.08,69000,0,online,65-74,male,not_hispanic_or_latino,black_or_african_american,withdrawn,4_WITHDRAWN
APP202400336,15953,PROP202400336,3/9/2024,3/10/2024,purchase,primary,condo,NH,85824,194700,360,6.025,fixed,26.3,87.4,173400,0,retail,35-44,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400337,16137,PROP202400337,1/3/2024,1/10/2024,home_improvement,primary,single_family,AK,22401,143300,240,5.397,fixed,21.6,67.77,169800,1,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400338,16385,PROP202400338,11/20/2024,12/23/2024,refinance,primary,single_family,RI,72145,232100,180,5.975,fixed,40.3,77.17,93600,1,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400339,14334,PROP202400339,7/31/2024,8/31/2024,purchase,primary,condo,RI,79753,124700,360,5.104,fixed,39.2,77.29,153900,0,retail,35-44,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400340,19763,PROP202400340,5/17/2024,6/6/2024,purchase,primary,single_family,WY,94202,174000,240,5.769,fixed,39.7,68.13,108500,0,retail,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400341,12318,PROP202400341,7/13/2024,7/29/2024,cash_out,primary,single_family,AZ,59258,194900,240,6.066,arm,27.9,86.95,106500,0,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400342,10338,PROP202400342,9/27/2024,10/14/2024,purchase,primary,single_family,MI,71826,85900,240,5.7,fixed,21.4,67.53,96700,0,online,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400343,15178,PROP202400343,10/19/2024,11/1/2024,refinance,primary,single_family,MI,75969,157100,360,6.744,fixed,19.5,93.48,43900,0,online,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400344,10805,PROP202400344,8/14/2024,8/29/2024,purchase,secondary,single_family,MN,38069,170500,240,5.599,fixed,20.5,70.27,110000,0,online,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400345,14339,PROP202400345,2/13/2024,2/25/2024,refinance,secondary,single_family,NM,48856,194600,240,5.995,fixed,27.9,74.97,116000,1,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400346,11088,PROP202400346,7/28/2024,8/19/2024,purchase,primary,condo,AR,61192,116900,240,6.397,arm,35.7,79.29,79800,1,retail,35-44,female,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400347,14607,PROP202400347,10/27/2024,11/29/2024,home_improvement,investment,single_family,KY,73847,109300,240,5.232,fixed,44.3,76.27,93300,0,retail,18-24,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400348,19486,PROP202400348,8/20/2024,9/16/2024,purchase,primary,single_family,SD,88893,102300,360,6.064,fixed,34.5,89.87,169600,0,retail,18-24,female,not_provided,white,approved,1_ORIGINATED
APP202400349,13120,PROP202400349,2/11/2024,3/4/2024,purchase,primary,multi_family,OR,40079,82000,240,5.234,fixed,41.4,57.63,103400,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400350,11890,PROP202400350,5/13/2024,5/25/2024,refinance,primary,single_family,MS,86382,145200,360,4.876,fixed,41.3,77.46,128400,1,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400351,14725,PROP202400351,5/27/2024,6/7/2024,purchase,primary,multi_family,MS,21812,66000,180,4,fixed,41,56.28,76000,0,retail,35-44,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400352,14593,PROP202400352,10/22/2024,11/5/2024,refinance,primary,single_family,MT,91580,108400,360,4,fixed,23.8,63.59,81900,0,retail,25-34,male,not_hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400353,12483,PROP202400353,1/27/2024,2/22/2024,purchase,primary,condo,IL,50458,196400,360,7.458,arm,52.8,93.12,47500,0,retail,35-44,female,hispanic_or_latino,white,denied,3_DENIED
APP202400354,15041,PROP202400354,6/11/2024,6/19/2024,refinance,primary,multi_family,DC,70837,177600,180,5.013,fixed,32,77.33,39200,1,retail,25-34,male,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
APP202400355,15869,PROP202400355,12/23/2024,12/29/2024,purchase,primary,condo,OK,96812,55600,180,4.358,fixed,26.7,69.49,126700,1,retail,35-44,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400356,19461,PROP202400356,9/24/2024,10/4/2024,purchase,primary,single_family,MT,77537,321600,360,6.091,fixed,32.9,70.25,140600,0,retail,35-44,male,not_hispanic_or_latino,asian,approved,1_ORIGINATED
APP202400357,11954,PROP202400357,3/15/2024,4/19/2024,purchase,primary,single_family,MI,68991,75900,360,4,fixed,35.6,52.21,115600,0,retail,45-54,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400358,12058,PROP202400358,3/6/2024,3/17/2024,refinance,primary,single_family,DE,90484,109200,240,5.027,fixed,55.8,88.96,56200,0,retail,55-64,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400359,19811,PROP202400359,11/8/2024,12/7/2024,cash_out,primary,single_family,PA,66815,61100,360,4,fixed,17.6,49.43,84100,1,retail,25-34,female,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400360,15785,PROP202400360,1/5/2024,2/8/2024,home_improvement,secondary,single_family,CO,86843,143900,360,5.989,fixed,30.8,67.84,106600,0,retail,35-44,female,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400361,13456,PROP202400361,9/25/2024,10/9/2024,purchase,primary,single_family,MS,36285,110400,180,5.286,fixed,26.5,76.08,158400,0,broker,55-64,not_provided,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400362,16997,PROP202400362,6/13/2024,6/25/2024,cash_out,primary,condo,CT,26360,111900,240,5.178,arm,36.6,82.26,76000,0,broker,45-54,male,hispanic_or_latino,white,approved,1_ORIGINATED
APP202400363,13410,PROP202400363,9/24/2024,9/29/2024,purchase,primary,condo,AL,43165,160800,180,6.793,arm,25,72.18,120400,1,retail,35-44,male,not_provided,white,denied,3_DENIED
APP202400364,14681,PROP202400364,12/18/2024,1/7/2025,purchase,primary,single_family,NE,12287,241400,180,4,fixed,37.8,60.11,176100,0,broker,55-64,male,not_provided,black_or_african_american,approved,1_ORIGINATED
APP202400365,14674,PROP202400365,9/4/2024,9/29/2024,purchase,primary,multi_family,IA,90749,167200,180,5.622,fixed,27.1,78.79,133100,0,broker,65-74,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400366,10584,PROP202400366,5/19/2024,6/9/2024,purchase,primary,single_family,MS,13355,70800,360,6.458,fixed,47.4,74.92,104600,0,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400367,10472,PROP202400367,6/16/2024,7/4/2024,purchase,primary,single_family,FL,75889,218000,240,7.209,arm,35.1,69.56,133900,0,retail,35-44,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400368,16317,PROP202400368,4/28/2024,5/22/2024,refinance,primary,single_family,RI,97070,195400,360,7.474,fixed,50.3,81.63,93900,1,retail,65-74,female,not_hispanic_or_latino,white,withdrawn,4_WITHDRAWN
APP202400369,17105,PROP202400369,6/22/2024,7/3/2024,refinance,primary,multi_family,MD,32780,161100,360,8.166,fixed,29.6,90.56,117500,1,retail,25-34,female,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400370,12523,PROP202400370,9/8/2024,10/16/2024,refinance,primary,manufactured,FL,71199,201800,240,7.054,fixed,25.1,74.68,39500,1,broker,45-54,male,not_hispanic_or_latino,white,denied,3_DENIED
APP202400371,11194,PROP202400371,4/28/2024,5/4/2024,home_improvement,investment,single_family,AR,66999,140600,240,5.724,fixed,28.4,67.48,134400,0,online,55-64,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400372,14249,PROP202400372,9/24/2024,10/20/2024,purchase,primary,single_family,VA,80478,258400,240,5.913,fixed,31.3,92.85,111000,1,retail,55-64,female,hispanic_or_latino,black_or_african_american,approved,1_ORIGINATED
APP202400373,16579,PROP202400373,8/30/2024,9/14/2024,purchase,primary,single_family,TN,29986,94300,120,7.483,fixed,39.6,85.37,217900,1,online,35-44,female,not_hispanic_or_latino,asian,denied,3_DENIED
APP202400374,15995,PROP202400374,5/30/2024,6/15/2024,purchase,primary,single_family,AR,88544,136400,240,6.975,fixed,30.6,88.21,58000,1,retail,25-34,male,not_hispanic_or_latino,white,approved,1_ORIGINATED
APP202400375,18733,PROP202400375,8/28/2024,9/22/2024,purchase,primary,condo,NH,45384,149900,360,4.992,fixed,43.9,58.93,81800,0,broker,65-74,female,not_hispanic_or_latino,two_or_more,approved,1_ORIGINATED
